ID;BAIRRO;TIPO;RUA;NUMERO;PRECO;R$/m2;DESC;CEP;latitude;longitude
2590415598;Botafogo;HOME;Rua Mundo Novo;83;6000000,00;3000,00;Real UP Imóveis Vende: 3 casas na rua Novo Mundo em Botafogo, O terreno possui 3 casas, 1 galpão, e um quintal enorme com plantações de várias frutas, garagens, Excelente oportunidade!   Mais sobre Botafogo - Tem como ponto principal a baía em forma de meia-lua e a praia, ambas com o mesmo nome do bairro e vista para o Pão de Açúcar, Fora da orla, os arranha-céus cedem espaço para ruas arborizadas com cinemas, bistrôs inovadores e shopping centers, além de refúgios modernos com bares descolados e casas noturnas alternativas, O Museu do Índio, situado em uma casa do século 19 com jardins, exibe artefatos indígenas, Nas proximidades, é possível ter uma vista panorâmica da cidade no alto do Morro Dona Marta,  Ligue e agende sua visita!  Atenção: Os preços e taxas podem sofrer alterações sem aviso prévio, As mobílias não estão incluídas, exceto para imóveis que possuem informação específica que são mobiliados, Considerando a rotatividade dos imóveis é possível que existam imóveis no site que já tenham sido vendidos ou alugados;22251020;-22,943061;-43,186258
2654115757;Botafogo;RESIDENTIAL_ALLOTMENT_LAND;Rua Mundo Novo;-1;6000000,00;3001,50;COD P1127 - Patrimóvel vende O terreno está situado em região sossegada e bucólica de Botafogo, A vista para o verde e paisagem da Cidade são deslumbrantes Apesar do aclive do acesso pela Rua Mundo Novo o terreno é plano possui uma área total de 2,000 m , Situado na Rua Mundo Novo, Sugestões de ocupação para variadas finalidades desde construção de uma única casa a condmínio de edifícios ou a livre escolha de acordo com seu interesse, - Informações Atualizadas em Vinte e Oito de fevereiro Dois Mil e Vinte e Quatro;22251020;-22,942291;-43,187404
2568786550;Botafogo;HOME;Rua Mundo Novo;-1;6000000,00;3030,30;Excelente casa localizada em Botafogo composto por 4 quartos disponível para venda na Privilegio Imóveis, São 3 casas separadas com uma área enorme com possibilidade de fazer muitas coisas, piscina parque etc,, casa com salas amplas com varandas, com vista total verde, algumas plantações dentro da casa, bairro de botafogo região cobiçada rua bem tranquila sem barulho, coberturas das casas com vistas totalmente livre, 2 garagens 1 galpão 1 canil a casa tem tudo que uma família precisa, aproveite essa oportunidade e venha morar na zona sul do rio de janeiro, Os valores poderão sofrer alteração sem aviso prévio;22251020;-22,942291;-43,187404
2608083573;Botafogo;APARTMENT;Rua das Palmeiras;-1;1249000,00;3568,57;Maravilhosa cobertura triplex com quadra de esporte e piscina,       Primeiro andar, 6 quartos sendo dois revestido para a sala que ficou um salão para 5 ambientes, copa cozinha, área de serviço, dependência completa,       segundo andar salão com dois banheiros, salão com mais de 100m2 e quadra de futebol,       Terceiro andar piscina grande e ducha de chuveiro,       2 vagas na escritura,       Localizada em um ponto nobre de botafogo, próximo ao metrô, Escolas, Bancos, vários supermercados,  -Cod:NBAP60017 -Rev,27Fev;22270070;-22,953648;-43,190682
2669369500;Botafogo;HOME;Travessa Visconde de Morais;235;1133033,00;3867,01;Leilão Caixa - Botafogo Empresa especializada em leilões, CRECI J 6460  Comissão paga pela própria Caixa, isso mesmo, a própria Caixa Econômica Federal nos remunera para lhe assessorar,  FORMA DE AQUISIÇÃO SOMENTE À VISTA,  DOCUMENTAÇÃO COM PAGAMENTO NO CARTÃO DE CRÉDITO*  Imóvel localizado: TRAVESSA VISCONDE DE MORAIS,N, 235, BOTAFOGO - CEP: 22260-080, RIO DE JANEIRO  Trata-se de um imóvel adjudicado de propriedade da Caixa Econômica Federal, Vendido com valor abaixo de avaliação de mercado, no estado de conservação que se encontram, Constante no sistema como ocupado, o que impossibilita a visita e por esse motivo, não possuímos fotos das dependências,  Mas não se preocupe com a DESOCUPAÇAO  DESOCUPAÇÃO POR NOSSA CONTA! Isso mesmo, contamos com equipe jurídica de excelência incorporada à empresa, e se o imóvel for acima de R$ 100,000,00 (Cem mil reais) e pertencer a região metropolitana do Rio a desocupação fica sob nossa responsabilidade, os honorários advocatícios pagos por nossa empresa (CLIENTE NÃO PAGA NADA)  Quaisquer Débitos Incidentes Sobre O Imóvel, A Caixa Quita!  Imóvel disponível na modalidade Venda Online da Caixa, possui RGI e documentação OK em nome da Caixa,  Temos 12 (doze) sólidos anos no mercado e somos líderes de venda a nível nacional, então contarás com assessoria de excelência  Em caso de quaisquer dúvidas, favor entrar em conosco,  Venha e faça-nos uma visita, Respeitamos Todos Os Protocolos De Prevenção A Covid, CRECI J 6460  *Fotos meramente ilustrativa;22260080;-22,947661;-43,188885
2655808098;Botafogo;APARTMENT;Praia Botafogo;148;750000,00;3947,37;Apartamento com 4 quartos em Botafogo, na Praia de Botafogo,   Excelente Apartamento com 190m² em Botafogo, Possui 2 salas grandes, 4 quartos, sendo 2 suítes, 3 banheiros, 1 cozinha espaçosa, área de serviço, 1 dependência de empregada completa, varanda e com sol da manhã,   Localizado em uma área privilegiada ao lado da Fundação Getúlio Vargas, com fácil acesso ao metrô e comércio próximo, portaria 24 horas,      Marque visitas com nossos especialistas, a R,SoareS está consolidada em seis filiais nos bairros de grande relevância (Barra da Tijuca, Vila Valqueire Vila Isabel, Copacabana, Tijuca e Botafogo) com lojas projetadas para melhor atender seus clientes e parceiros de negócios, @rsoaresimobiliaria -Cod:BAAP40037 -Rev,27Fev;22250145;-22,940917;-43,178551
2647339237;Botafogo;OFFICE;Sem Rua;-1;4000000,00;4000,00;Excelente oportunidade  Prédio totalmente reformado 10m de frente 200m por andar Próximo de todo o comércio;22280004;-22,951193;-43,180784
2693755184;Cosme Velho;HOME;Rua Cosme Velho;132;8200000,00;4,10;-Cod:LACA100008 -Rev,27Fev;22241090; -22,938787;-43,196191
2658725271;Botafogo;HOME;Rua Bambina;30;1190000,00;4075,34;Casa de época, duplex, frente de rua, excelente para variados negócios, composta de:   1º) Piso: Hall, 5 quartos, sendo 2 em mezanino com pisa, 3 banheiros, Despensa,   2º) Piso, acesso escada alvenaria, Sala, 5 quartos, Cozinha, Área,   Excepcional localização, próximo Metrô Botafogo, supermercado Zona Sul, farto comércio e condução,   Vale a visita!!!   Nosso horário de atendimento é de segunda a sexta-feira das 9h às 18h, Sábado e feriado de 9h às 15h, Domingo Home Office, Agende sua visita! CJ2410 Acesse nosso site e veja mais ofertas: https://www,juliobogoricin,com Avaliamos seu imóvel gratuitamente, -Cod:JBF61431 -Rev,31Jan;22251050;-22,944447;-43,185503
2665327212;Botafogo;HOME;Rua Bambina;-1;1190000,00;4075,34;Grande oportunidade de investimento comercial (sugestões como hostel, curso, clínica, restaurante etc) ou moradia com grande diferencial de não ter condomínio em Botafogo, bairro com vasta diversidade de comércio ao redor (padarias, restaurantes, shoppings, empreendimentos, hostel, etc) facilidade de locomoção para qualquer parte do Rio de Janeiro e com a praticidade e agilidade do metrô,Rua Bambina você encontrará esta Casa Duplex com 292 m², juntinho a Estação de Metrô Botafogo e Praia Shopping,A casa é composta:,1º Piso:* 01 quarto na entrada da casa interligado a cozinha,* 01 área lateral na extensão da casa com tanques,* 03 quartos na parte superior e com cozinhas na parte inferior,* 04 banheiros sociais,2º Piso dando acesso a área de circulação com escada confortável em madeira,* 01 suíte externa com acesso a escada em alvenaria,*2 Espaçosas Salas (Estar e Jantar com uma aconchegante Sacada Frontal), as quais podem ser transformadas em um magnífico Salão,*04 quartos,*espaçosa copa cozinha,* 01 banheiro social com ventilação natural, f2b62;22251050;-22,946388;-43,185678
2654100705;Botafogo;HOME;Rua Bambina;24;1190000,00;4075,34;Extremamente versátil e espaçosa Casa Duplex de 292,00 m², na Rua Bambina, em Botafogo/RJ, a menos de 10 minutos a pé da Estação de Metrô e a somente 8 minutos, também a pé, do Botafogo Praia Shopping,  * Diferenciais:  - Sem incidência de Condomínio e baixo valor de IPTU, - Extremamente versátil e espaçosa (Área Total de 292,00 m²), podendo-se criar diversos ambientes, - Fantástica localização - Em uma rua extremamente bem localizada e movimentada de um dos melhores e mais completos Bairros da Zona Sul Carioca, - Segura e próxima à Estação do Metrô e ao Botafogo Praia Shopping (8 a 10 minutos a pé), - Perfeita para a implantação de um Hostel, de um Café, de uma Confeitaria, de uma Clínica, de um Restaurante ou de uma Escola de Idiomas,  * Casa (1º Pavimento):  - 1 Espaçoso Quarto frontal interligado a 1 Cozinha, - 1 Ampla Área Lateral de Circulação com tanques, - 3 Confortáveis Ambientes com Quartos na parte superior e Cozinhas na parte inferior, - 4 Banheiros Sociais, - 3 Ambientes que podem ser transformados em Despensas, Lavanderias, Quartos, Salas de Televisão ou   * Casa (2º Pavimento):  - 1 Suíte Externa com acesso por meio de escada Linear de Alvenaria, - 2 Espaçosas Salas (Estar e Jantar com uma aconchegante Sacada Frontal), as quais podem ser transformadas em um magnífico Salão, - Espaçosa Área de Circulação com Escada Linear de Madeira, - 1 Amplo Quarto Social, - 2 Quartos Sociais, os quais podem ser unificados, constituindo-se em uma ampla Sala de Estar/Jantar, - 2 Cozinhas Adjacentes, as quais podem ser unificadas, constituindo-se em uma excelente e espaçosa Copa/Cozinha, - 1 Quarto Social em nível inferior, podendo ser transformado em um Ambiente totalmente distinto, - 1 Espaçoso Banheiro Social com ventilação natural;22251050;-22,944307;-43,185436
2642744954;Botafogo;APARTMENT;Praia Botafogo;-1;780000,00;4105,26;APARTAMENTO NA PRAIA DE BOTAFOGO DE 190M2, COM 4 QUARTOS SENDO 2 SUÍTES, 2 SALÕES, AMPLA COZINHA, ÁREA COM TANQUE E DEPENDÊNCIAS COMPLETAS, 1 BANHEIRO SOCIAL E OUTRO DE SERVIÇO,  IMÓVEL DE 1 POR ANDAR, EM PONTO NOBRÍSSIMO PRÓXIMO DA FUNDAÇÃO GETÚLIO VARGAS,  VALORES SUJEITOS A CONFIRMAÇÃO;22250145;-22,945495;-43,182181
2643633998;Botafogo;APARTMENT;Praia Botafogo;-1;760000,00;4130,43;Portella SM imóveis vende  Excelente apartamento em localização privilegiada, ao lado da FGV, 1 por andar, composto por sala ampla, 4 quartos, sendo 2 suítes, 3 banheiros, cozinha espaçosa, arejada e ótima iluminação natural com lavanderia e dependência de empregada,  Imóvel próximo a comércios, restaurantes e supermercados, a poucos metros do metrô,  O valor está nas pessoas!  COD 954;22250145;-22,940917;-43,178551
2611800601;Botafogo;APARTMENT;Rua General Polidoro;-1;850000,00;4187,19;Maravilhosa casa de vila, super familiar e silencioso, composto no primeiro andar 2 dormitórios amplos e arejado , sendo um com suíte, sala 2 ambiente, tendo uma salina, cozinha ampla, segundo andar tem 2 quartos e mais um banheiro junto com um terraço que contém uma churraqueira, no quintal a baixo tem uma sisterna com cinco mil litros, a unica casa que tem essa sistena, documentação toda ok, -Cod:NBAP40852 -Rev,27Fev;22280003;-22,956505;-43,186665
2690721641;Botafogo;APARTMENT;Praia Botafogo;148;790000,00;4293,48;Ref: 3747 - ALBAE Imóveis vende ótimo Apartamento 4 quartos na Praia de Botafogo,   - Apartamento 4 quartos, sendo 2 suítes canadenses, dependências completas, Sala em dois ambientes, Imóvel frente, claro e arejado, 184 m²,  - Localização espetacular, próximo ao Metrô, próximo a Fundação Getúlio Vargas, Enseada de Botafogo e fato comércio na região, - O prédio possui elevadores e serviço de Portaria 24 hrs;22250145;-22,940917;-43,178551
2662647860;Botafogo;APARTMENT;Praia Botafogo;-1;800000,00;4347,83;Prédio em estilo clássico, frente, claro e arejado, Composto de salão em 2 ambientes, 4 quartos sendo 2 suítes, banheiro social, ampla cozinha, dependência completa, Próximo a Fundação Getúlio Vargas, Enseada de Botafogo e fato comércio na região,A Nova Época imóveis tem corretores altamente qualificados, consulte um dos nossos corretores e agende sua visita ou venha nos visitar, Rua Barata Ribeiro, 505, Copacabana, Muito mais que uma imobiliária, encontre o imóvel ideal para você, com a segurança do acompanhamento de um especialista durante todo o processo, O preço do imóvel está sujeito a mudança sem aviso prévio, conforme solicitação do proprietário, Avaliamos seu imóvel, O preço do imóvel está sujeito a mudança sem aviso prévio, conforme solicitação do proprietário, Avaliamos seu imóvel, visite nossa loja: Rua Barata Ribeiro, 505, 5a317;22250145;-22,945495;-43,182181
2679466003;Botafogo;COMMERCIAL_PROPERTY;Rua Bambina;165;1084000,00;4353,41;DESCONTO DE ATÉ 50% NO IMÓVEL, LANCE INICIAL NA DESCRIÇÃO     Valor de Avaliação: R$ 2,168,000,00   Lance Inicial: R$ 1,084,000,00   Data:     Desconto de até 50% do valor de mercado,     Nossos consultores jurídicos analisam toda documentação sem custo inicial,     Se você não arrematar não paga NADA,     Valor investido GARANTIDO pela Pacífico Sul,     Se acontecer qualquer problema a Pacífico Sul garante a devolução do lance vencedor,     Entregamos o imóvel livre de dívidas e desocupado de pessoas,     Por conta do cumprimento de requisitos exigidos pelos portais imobiliários, informamos que poderão existir discrepâncias em relação às características reais dos imoveis em questão;22251050;-22,948931;-43,185669
2677388402;Botafogo;COMMERCIAL_BUILDING;Sem Rua;-1;1084000,00;4353,41;Prédio comercial situado na Rua Bambina, nº 165, Botafogo, RJ Área edificada: 249m²  IMÓVEL EM LEILÃO JUDICIAL   ENCERRAMENTO DO LEILÃO:    LANCE MÍNIMO: R$ 1,084,000,00   VALOR DA AVALIAÇÃO: R$ 2,168,000,00   Pagamento à vista Não há possibilidade de financiamento bancário   A nossa assessoria jurídica cuida de todos os serviços judiciais, extrajudiciais e comerciais para que o imóvel esteja em seu nome, sem qualquer pendência, pronto para morar, alugar e,ou vender,   O seu único trabalho será escolher o imóvel que pretende arrematar, TODO O RESTO É CONOSCO!   Somente arrematamos imoveis mediante parecer jurídico positivo dos nossos advogados especialistas em leilões imobiliários,   Entre em contato conosco e entenda como podemos te ajudar a adquirir imoveis até pela metade do valor de mercado, com extrema segurança jurídica, CATALDO SISTON LEILÕES IMOBILIÁRIOS, 16 anos de experiência em arrematações, Contatos: Cel,: * 55  E-mail: contato@cataldosiston-leilões,com,br Site: www,cataldosiston,com,br Endereço: Av, Rio Branco, 156, Gr, 3336 à 3339 - Centro - Rio de Janeiro - RJ - Brasil   Atenção: Por conta do cumprimento de requisitos exigidos pelos portais imobiliários, informamos que poderão existir discrepâncias em relação as características reais dos imoveis em questão, Para dirimir eventuais dúvidas, entre em contato com a Assessoria Jurídica Cataldo Siston Leilões Imobiliários;22251050;-22,951193;-43,180784
2597355169;Botafogo;CONDOMINIUM;Rua General Polidoro;-1;905000,00;4458,13;EXCELENTE CASA DE VILA EM BOTAFOGO COMPLETAMENTE ESPAÇOSA E AREJADA, VILA SUPER FAMILIAR, APENAS 10 CASAS, IMOVEL COMPOSTO POR SALA AMPLA E AREJADA, COM PEQUENO QUARTINHO USADO COMO ESCRITORIO, COZINHA COM ARMARIOS EMBUTIDOS, 2 OTIMOS QUARTOS SENDO 1 AMPLA SUITE, VARANDA MUITO ACONHEGANTE E FORMOSO TERRAÇO COM AREA GURMET, 2 QUARTOS E 1 BANHEIRO, OTIMA LOCALIZAÇÃO, PROXIMO A TODO COMERCIO, METRO E CONDUÇÕES, O IMOVEL NÃO POSSUI VAGA MAS FICA LOCALIZADO AO LADO DE UM ESTACIONAMENTO,   AGENDE HOJE MESMO UMA VISITA COM NOSSOS CORRETORES PELOS TELEFONES OU WHATSAPP OU ACESSE NOSSO SITE: WWW,IMOBRASRJ,COM,BR -Cod:CPCN20006 -Rev,27Fev;22280002;-22,957614;-43,190305
2664244317;Botafogo;HOME;Rua Pinheiro Guimarães;-1;900000,00;4500,00;Maravilhosa Casa de 2 quartos em Botafogo disponível para venda na Privilégio Imóveis: CASA DUPLEX, DE VILA, ORIGINAL, PRECISANDO DE MODERNIZAÇÃO! TOTALMENTE NO TACO, JANELAS E PORTAS DE FERRO, GRANDE ÁREA EXTERNA, TERRAÇO COBERTO, (100 M²), COM VAGA ESCRITURADA, LIGUE E CONFIRA,  O valor do imóvel poderá sofrer alteração sem aviso prévio;22281080;-22,958429;-43,194119
2643629775;Botafogo;HOME;Rua General Polidoro;304;920000,00;4532,02;PORTELLA SM VENDE:  Casa de vila super aconchegante e espaçosa no bairro de Botafogo, São 203m² divididos em sala ampla com saída para área externa em piso frio, Banheiro social com box e armário planejado, 5 quartos muito confortáveis, um deles com saída para excelente terraço, Área externa em dois andares, sendo uma varanda e um terraço, Copa-cozinha enorme, repleta de móveis, com saída para área de serviço separada, Banheiro de dependência,   O valor está nas pessoas,  CÓDIGO 932;22280003;-22,957614;-43,190305
2670137528;Botafogo;COMMERCIAL_BUILDING;Rua Bambina;-1;2300000,00;4554,46;Nova Época vende prédio em Botafogo com 505 m² de área no IPTU, O primeiro andar conta com uma loja ampla, ideal para estabelecimento comercial, com muito espaço e bem iluminada, O segundo andar possui um apartamento de 3 quartos, perfeito para residência ou escritório, com ambiente aconchegante e funcional, A localização privilegiada no bairro de Botafogo oferece facilidade de acesso a diversos serviços, comércios e transporte público, Uma excelente oportunidade para investimento ou moradia em uma das regiões mais desejadas do Rio de Janeiro, 134d6;22251050;-22,946388;-43,185678
2664214728;Botafogo;BUSINESS;Rua Bambina;-1;2300000,00;4563,49;Loja,sobrado, totalizando 504m², 2 banheiros, mezanino, em ótima localização, farto comércio, a cinco minutos do metrô Botafogo e polo gastronômico, excelente investimento para clínica, O sobrado dispõe de 4 quartos, cozinha, 2 banheiros, 2 áreas externas e varandinha, perfeito para um hostel, podendo a loja ser vendida separadamente;22251050;-22,946388;-43,185678
2662895897;Botafogo;PENTHOUSE;Rua Sorocaba;651;695000,00;4572,37;Custo beneficio em Botafogo, transversal nobre! Com 98 m² no IPTU, Planta composta por 3 quartos espaçosos, sala quadrada, cozinha, 2 banheiro social, área de serviço, dependência completa (quarto + bh serviço),Obra iniciada, com parte hidráulica, elétrica feita, com instalação já para splits, faltando apenas o acabamento, parte estética a ser feito no imóvel, possibilidade de construção na parte de cima (laje) que tem 54,86 m², já existe uma liberação de obra documentada e aprovada pela prefeitura em construção no pavimento superior, com área externa e área gourmet, De frente, vista livre, bastante claro, ventilado, silencioso, com 2 lances de escadas, Documentação toda ok, Localização privilegiada, fácil condução, farto comércio, próximo de colégios renomados, hospitais,clínicas, restaurantes, bancos e muito mais! Vazio, fácil visitação, agende já sua visita, -Cod:BTCO30154 -Rev,27Fev;22271110;-22,955513;-43,188593
2662314362;Botafogo;VILLAGE_HOUSE;Rua São Clemente;178;1400000,00;4575,16;Oportunidade!!! Maravilhosa casa em uma vila tradicional de 1938, composta de sala bem ampla, 5 quartos, 2 vagas na frente da casa, terraço, a casa precisa de uma obra mais tem um grande potencial, a vila se encontra na São Clemente mais nem parece que esta em umaa principlal, não perca essa oportunidade, -Cod:BTCV50010 -Rev,27Fev;22260002;-22,94945;-43,188256
2677403401;Botafogo;COMMERCIAL_BUILDING;Sem Rua;-1;4099000,00;4657,95;Murano Rio Imóveis Vende! Prédio Comercial, com 880 m², na rua Sorocaba em Botafogo, Em localização nobre, prédio com 880 m² em 4 pavimentos, possuindo no último andar uma ampla área livre, 1° pavimento: recepção, circulação, sala da coordenação, ginásio de fisioterapia, centro de estudos, sala de estética, sala de RPG, copa-cozinha, 04 conjuntos sanitários ( sendo dois com instalação para deficientes físicos) sistema de ar condicionado central, 1 elevador - câmeras CFTV, extintores incêndio, 2° pavimento: 06 salas de fonoaudiologia, sala de exame, sala da coordenação, centro de estudos, salas de arquivo, sala de atendimento, sala de audiometria, sala de material didático, copa-cozinha, 4 conjuntos de sanitários, sistema de ar condicionado central, 3° pavimento: 7 salas de psicologia, circulação, sala da coordenação, sala da administração, centro de estudos, sala de material didático, depósito, copa-cozinha, 4 conjuntos de sanitários, sistema de ar condicionado central,4° pavimento: área coberta e descoberta livre e sanitários, Entre em contato conosco e receba um atendimento Profissional e Personalizado!;22271110;-22,951193;-43,180784
2626509289;Botafogo;COMMERCIAL_BUILDING;Rua Sorocaba;-1;4100000,00;4659,09;Prédio Inteiro à venda na Rua Sorocaba, Botafogo, Rio de Janeiro - RJ, Imóvel Comercial: RUA SOROCABA 158 BOTAFOGO , RJ, Área Total: 880 m2, Área por pavimento: 220 m2, Número de Pavimentos: 041o, PAV: Recepção, circulação, sala da coordenação, ginásio de fisioterapia, centro de estudos, sala de estética, sala de RPG, copa-cozinha, 04 conjuntos de sanitários (sendo 02 com instalações para deficientes físicos), sistema de ar condicionado central 01 Elevador Câmeras CFTV Extintores Incêndio2o, PAV: 06 salas de fonoaudiologia, sala de exame, sala da coordenação, centro de estudos, salas de arquivo, sala de atendimento, sala de audiometria, sala de material didático, copa-cozinha, 04 conjuntos de sanitários , sistema de ar condicionado central3o PAV: 07 salas de psicologia, circulação, sala da coordenação, sala da administração, centro de estudos, sala dematerial didático, depósito, copa-cozinha, 04 conjuntos de sanitários, sistema de ar condicionado central4o PAV: Cobertura, copa-cozinha, sanitários, vestiários e depósitos, -Cod:NBPR00021 -Rev,27Fev;22271110;-22,953633;-43,189675
2631518594;Botafogo;BUSINESS;Rua Real Grandeza;-1;1100000,00;4680,85;Loja em Botafogo - ao lado da Cyrela Iconyc by Yoo  Loja na Rua Real Grandeza com 238m², Entre em contato agora e agende já sua visita, Creci pj: RJ-008781 Atualizado por Verita imóveis e Consultoria Imobiliária Ltda;22281036;-22,956356;-43,19247
2608083574;Botafogo;HOME;Rua das Palmeiras;-1;750000,00;4687,50;CASA DE RUA BEM LOCALIZADA!!!! Pode ser usada para comércio ou residência, composta por 2 quartos ,1 sala e 1 banheiro, 100m² + laje de aproximadamente 60 m², Documentação compra e venda, Aceita financiamento, Localização excelente, rua silenciosa, arborizada e cobiçada, próximo ao metrô, bancos, supermercados, escolas, shopping, correios, Valor sujeito a alteração a qualquer momento, -Cod:NBCA20032 -Rev,27Fev;22270070;-22,953648;-43,190682
